Date,Open,High,Low,Close,Volume
Sun Jul 05 2015 22:45:00 GMT-0400 (EDT),268.77,269,268.53,268.92,16.436099999999996
Sun Jul 05 2015 22:40:00 GMT-0400 (EDT),268.54,268.94,268.51,268.77,68.2063
Sun Jul 05 2015 22:35:00 GMT-0400 (EDT),268.52,268.54,268.51,268.54,12.8722
Sun Jul 05 2015 22:30:00 GMT-0400 (EDT),268.53,268.58,268.51,268.51,30.434499999999996
Sun Jul 05 2015 22:25:00 GMT-0400 (EDT),268.51,268.54,268.51,268.51,10.759400000000001
Sun Jul 05 2015 22:20:00 GMT-0400 (EDT),268.52,268.53,268.51,268.53,25.725499999999997
Sun Jul 05 2015 22:15:00 GMT-0400 (EDT),268.53,268.63,268.51,268.52,10.3066
Sun Jul 05 2015 22:10:00 GMT-0400 (EDT),269.46,269.57,268.51,268.66,34.709499999999984
Sun Jul 05 2015 22:05:00 GMT-0400 (EDT),269.64,269.95,269.44,269.46,16.682999999999996
Sun Jul 05 2015 22:00:00 GMT-0400 (EDT),270.37,270.94,269.61,270.09,108.45432553
Sun Jul 05 2015 21:55:00 GMT-0400 (EDT),270.46,270.86,270.05,270.22,35.10150000000001
Sun Jul 05 2015 21:50:00 GMT-0400 (EDT),268.81,270.46,268.81,270.46,129.58749999999998
Sun Jul 05 2015 21:45:00 GMT-0400 (EDT),268.79,269.02,268.33,268.8,19.045499999999997
Sun Jul 05 2015 21:40:00 GMT-0400 (EDT),268.85,268.98,268.27,268.78,11.416999999999998
Sun Jul 05 2015 21:35:00 GMT-0400 (EDT),269.73,269.74,268.84,268.84,5.6274088399999975
Sun Jul 05 2015 21:30:00 GMT-0400 (EDT),269.82,269.82,269.04,269.74,11.339499999999997
Sun Jul 05 2015 21:25:00 GMT-0400 (EDT),269.26,269.9,269.2,269.9,5.3812999999999995
Sun Jul 05 2015 21:20:00 GMT-0400 (EDT),269.57,269.98,269.12,269.89,13.495892
Sun Jul 05 2015 21:15:00 GMT-0400 (EDT),270.4,270.4,268.72,269.07,30.125006160000012
Sun Jul 05 2015 21:10:00 GMT-0400 (EDT),271.12,271.12,270.42,270.42,28.946419319999993
Sun Jul 05 2015 21:05:00 GMT-0400 (EDT),271.13,271.29,271.11,271.11,29.73704000000001
Sun Jul 05 2015 21:00:00 GMT-0400 (EDT),271.03,271.13,271.01,271.13,21.6825
Sun Jul 05 2015 20:55:00 GMT-0400 (EDT),271.03,271.03,271.02,271.02,12.0658
Sun Jul 05 2015 20:50:00 GMT-0400 (EDT),271.33,271.34,271.01,271.02,13.855285699999998
Sun Jul 05 2015 20:45:00 GMT-0400 (EDT),271.96,271.97,271.01,271.01,38.72736115
Sun Jul 05 2015 20:40:00 GMT-0400 (EDT),272,272.32,271.95,271.97,27.656750940000006
Sun Jul 05 2015 20:35:00 GMT-0400 (EDT),272,272,271.96,272,8.0668
Sun Jul 05 2015 20:30:00 GMT-0400 (EDT),271.2,272,271.2,271.99,12.043399999999995
Sun Jul 05 2015 20:25:00 GMT-0400 (EDT),271.02,271.14,270.58,271.14,63.915000000000006
Sun Jul 05 2015 20:20:00 GMT-0400 (EDT),270.88,271.02,270.44,271,22.280700000000024
Sun Jul 05 2015 20:15:00 GMT-0400 (EDT),270.99,271,270.67,270.86,14.929199999999996
Sun Jul 05 2015 20:10:00 GMT-0400 (EDT),271.04,271.18,270.94,271,52.106300000000005
Sun Jul 05 2015 20:05:00 GMT-0400 (EDT),271.29,271.29,270.88,271.02,33.8504
Sun Jul 05 2015 20:00:00 GMT-0400 (EDT),272.17,272.18,271,271.29,85.83857500000002
